"GeoLocation__Latitude__s","GeoLocation__Longitude__s","Post_Code__c","State__c","Suburb__c"
"-28.821","148.767","2406","QLD","MUNGINDI"
"-27.4704","153.0258","4000","QLD","BRISBANE CITY"
"-27.4626","153.0133","4000","QLD","PETRIE TERRACE"
"-27.4587","153.0222","4000","QLD","SPRING HILL"
"-27.4681","153.0468","4005","QLD","NEW FARM"
"-27.4554","153.0472","4005","QLD","TENERIFFE"
"-27.4457","153.036","4006","QLD","BOWEN HILLS"
"-27.4572","153.0362","4006","QLD","FORTITUDE VALLEY"
"-27.4493","153.0223","4006","QLD","HERSTON"
"-27.4472","153.0449","4006","QLD","NEWSTEAD"
"-27.4296","153.0626","4007","QLD","ASCOT"
"-27.4394","153.0641","4007","QLD","HAMILTON"
"-27.3861","153.1096","4008","QLD","BRISBANE AIRPORT"
"-27.3966","153.1427","4008","QLD","PINKENBA"
"-27.4313","153.0898","4009","QLD","EAGLE FARM"
"-27.4333","153.0438","4010","QLD","ALBION"
"-27.4201","153.0545","4011","QLD","CLAYFIELD"
"-27.4183","153.0699","4011","QLD","HENDRA"
"-27.4005","153.0637","4012","QLD","NUNDAH"
"-27.3934","153.0471","4012","QLD","WAVELL HEIGHTS"
"-27.3906","153.0716","4013","QLD","NORTHGATE"
"-27.3789","153.0831","4014","QLD","BANYO"
"-27.3706","153.0904","4014","QLD","NUDGEE"
"-27.3494","153.0959","4014","QLD","NUDGEE BEACH"
"-27.3751","153.0634","4014","QLD","VIRGINIA"
"-27.3171","153.0338","4017","QLD","BRACKEN RIDGE"
"-27.2968","153.0571","4017","QLD","BRIGHTON"
"-27.3276","153.0589","4017","QLD","DEAGON"
"-27.3181","153.0632","4017","QLD","SANDGATE"
"-27.3275","153.0816","4017","QLD","SHORNCLIFFE"
"-27.3421","153.0318","4018","QLD","FITZGIBBON"
"-27.342","153.0448","4018","QLD","TAIGUM"
"-27.2454","153.0749","4019","QLD","CLONTARF"
"-27.243","153.1034","4019","QLD","MARGATE"
"-27.256","153.1016","4019","QLD","WOODY POINT"
"-27.2095","153.0903","4020","QLD","NEWPORT"
"-27.2256","153.107","4020","QLD","REDCLIFFE"
"-27.205","153.1096","4020","QLD","SCARBOROUGH"
"-27.221","153.0824","4021","QLD","KIPPA-RING"
"-27.212","153.053","4022","QLD","ROTHWELL"
"-27.079","153.3692","4025","QLD","BULWER"
"-27.1261","153.3659","4025","QLD","COWAN COWAN"
"-27.3493","153.4208","4025","QLD","KOORINGAL"
"-27.4093","153.0466","4030","QLD","KALINGA"
"-27.4202","153.0345","4030","QLD","LUTWYCHE"
"-27.4352","153.0307","4030","QLD","WINDSOR"
"-27.4196","153.0418","4030","QLD","WOOLOOWIN"
"-27.4169","153.0274","4031","QLD","GORDON PARK"
"-27.4029","153.0307","4031","QLD","KEDRON"
"-27.3853","153.0332","4032","QLD","CHERMSIDE"
"-27.3848","153.0123","4032","QLD","CHERMSIDE WEST"
"-27.3656","153.0169","4034","QLD","ASPLEY"
"-27.3482","153.0729","4034","QLD","BOONDALL"
"-27.3458","153.0175","4034","QLD","CARSELDINE"
"-27.3723","153.046","4034","QLD","GEEBUNG"
"-27.3586","153.0397","4034","QLD","ZILLMERE"
"-27.3536","152.9684","4035","QLD","ALBANY CREEK"
"-27.3532","152.9942","4035","QLD","BRIDGEMAN DOWNS"
"-27.3074","153.0171","4036","QLD","BALD HILLS"
"-27.3408","152.9384","4037","QLD","EATONS HILL"
"-27.4237","153.0007","4051","QLD","ALDERLEY"
"-27.4264","152.9743","4051","QLD","ENOGGERA"
"-27.4197","152.9796","4051","QLD","GAYTHORNE"
"-27.4216","153.0158","4051","QLD","GRANGE"
"-27.4351","153.0072","4051","QLD","NEWMARKET"
"-27.4341","153.0178","4051","QLD","WILSTON"
"-27.3901","152.9725","4053","QLD","EVERTON HILLS"
"-27.3996","152.9872","4053","QLD","EVERTON PARK"
"-27.3818","152.9931","4053","QLD","MCDOWALL"
"-27.4104","152.9702","4053","QLD","MITCHELTON"
"-27.4105","153.0104","4053","QLD","STAFFORD"
"-27.3972","153.0086","4053","QLD","STAFFORD HEIGHTS"
"-27.3927","152.9548","4054","QLD","ARANA HILLS"
"-27.4125","152.9526","4054","QLD","KEPERRA"
"-27.3653","152.9367","4055","QLD","BUNYA"
"-27.4032","152.9279","4055","QLD","FERNY GROVE"
"-27.3917","152.9237","4055","QLD","FERNY HILLS"
"-27.4191","152.9196","4055","QLD","UPPER KEDRON"
"-27.4484","153.012","4059","QLD","KELVIN GROVE"
"-27.4522","153.0009","4059","QLD","RED HILL"
"-27.4429","152.9827","4060","QLD","ASHGROVE"
"-27.4433","152.9451","4061","QLD","THE GAP"
"-27.4691","153.0052","4064","QLD","MILTON"
"-27.4607","153.0001","4064","QLD","PADDINGTON"
"-27.4595","152.9775","4065","QLD","BARDON"
"-27.4746","152.9949","4066","QLD","AUCHENFLOWER"
"-27.4761","152.9496","4066","QLD","MOUNT COOT-THA"
"-27.4791","152.9846","4066","QLD","TOOWONG"
"-27.4994","153.0066","4067","QLD","ST LUCIA"
"-27.5124","152.9752","4068","QLD","CHELMER"
"-27.5045","152.9825","4068","QLD","INDOOROOPILLY"
"-27.4951","152.9854","4068","QLD","TARINGA"
"-27.4838","152.9013","4069","QLD","BROOKFIELD"
"-27.4994","152.9497","4069","QLD","CHAPEL HILL"
"-27.5292","152.9618","4069","QLD","FIG TREE POCKET"
"-27.5156","152.9376","4069","QLD","KENMORE"
"-27.4912","152.9276","4069","QLD","KENMORE HILLS"
"-27.5381","152.9114","4069","QLD","PINJARRA HILLS"
"-27.5184","152.892","4069","QLD","PULLENVALE"
"-27.4731","152.8424","4069","QLD","UPPER BROOKFIELD"
"-27.538","152.8666","4070","QLD","ANSTEAD"
"-27.558","152.8865","4070","QLD","BELLBOWRIE"
"-27.5833","152.8879","4070","QLD","MOGGILL"
"-27.5481","152.9558","4073","QLD","SEVENTEEN MILE ROCKS"
"-27.5439","152.9501","4073","QLD","SINNAMON PARK"
"-27.5563","152.9344","4074","QLD","JAMBOREE HEIGHTS"
"-27.5354","152.9378","4074","QLD","JINDALEE"
"-27.5562","152.9218","4074","QLD","MIDDLE PARK"
"-27.5455","152.9323","4074","QLD","MOUNT OMMANEY"
"-27.5619","152.9087","4074","QLD","RIVERHILLS"
"-27.5648","152.9315","4074","QLD","SUMNER"
"-27.5493","152.9122","4074","QLD","WESTLAKE"
"-27.5431","152.9843","4075","QLD","CORINDA"
"-27.5215","152.9816","4075","QLD","GRACEVILLE"
"-27.5632","152.976","4075","QLD","OXLEY"
"-27.5304","152.9818","4075","QLD","SHERWOOD"
"-27.5689","152.9521","4076","QLD","DARRA"
"-27.5875","152.9179","4076","QLD","WACOL"
"-27.6137","152.9877","4077","QLD","DOOLANDELLA"
"-27.5868","152.9862","4077","QLD","DURACK"
"-27.5898","152.9724","4077","QLD","INALA"
"-27.5888","152.9528","4077","QLD","RICHLANDS"
"-27.6156","152.9462","4078","QLD","ELLEN GROVE"
"-27.6219","152.9635","4078","QLD","FOREST LAKE"
"-27.4879","153.0179","4101","QLD","HIGHGATE HILL"
"-27.4792","153.02","4101","QLD","SOUTH BRISBANE"
"-27.483","153.0053","4101","QLD","WEST END"
"-27.4946","153.0256","4102","QLD","DUTTON PARK"
"-27.4928","153.0383","4102","QLD","WOOLLOONGABBA"
"-27.5126","153.0336","4103","QLD","ANNERLEY"
"-27.5065","153.0228","4103","QLD","FAIRFIELD"
"-27.5134","153.0117","4104","QLD","YERONGA"
"-27.5346","153.0248","4105","QLD","MOOROOKA"
"-27.5269","153.0016","4105","QLD","TENNYSON"
"-27.531","153.0094","4105","QLD","YEERONGPILLY"
"-27.5493","153.0036","4106","QLD","ROCKLEA"
"-27.5485","153.03","4107","QLD","SALISBURY"
"-27.5673","153.0103","4108","QLD","ARCHERFIELD"
"-27.5667","153.0367","4108","QLD","COOPERS PLAINS"
"-27.5632","153.0725","4109","QLD","MACGREGOR"
"-27.565","153.0572","4109","QLD","ROBERTSON"
"-27.5798","153.0603","4109","QLD","SUNNYBANK"
"-27.5978","153.0525","4109","QLD","SUNNYBANK HILLS"
"-27.5842","153.0219","4110","QLD","ACACIA RIDGE"
"-27.6394","152.9918","4110","QLD","HEATHWOOD"
"-27.6416","153.0097","4110","QLD","LARAPINTA"
"-27.6203","153.0057","4110","QLD","PALLARA"
"-27.603","153.0098","4110","QLD","WILLAWONG"
"-27.5486","153.0523","4111","QLD","NATHAN"
"-27.605","153.093","4112","QLD","KURABY"
"-27.5802","153.0883","4113","QLD","EIGHT MILE PLAINS"
"-27.5979","153.0794","4113","QLD","RUNCORN"
"-27.6624","153.11","4114","QLD","KINGSTON"
"-27.6447","153.1091","4114","QLD","LOGAN CENTRAL"
"-27.6285","153.1047","4114","QLD","WOODRIDGE"
"-27.6141","153.0328","4115","QLD","ALGESTER"
"-27.6435","153.0308","4115","QLD","PARKINSON"
"-27.6234","153.0471","4116","QLD","CALAMVALE"
"-27.6476","153.0552","4116","QLD","DREWVALE"
"-27.6227","153.0675","4116","QLD","STRETTON"
"-27.6607","153.0755","4117","QLD","BERRINBA"
"-27.6329","153.0796","4117","QLD","KARAWATHA"
"-27.6631","153.0516","4118","QLD","BROWNS PLAINS"
"-27.6637","153.0051","4118","QLD","FORESTDALE"
"-27.6822","153.0618","4118","QLD","HERITAGE PARK"
"-27.6692","153.0273","4118","QLD","HILLCREST"
"-27.6767","153.0419","4118","QLD","REGENTS PARK"
"-27.6079","153.1127","4119","QLD","UNDERWOOD"
"-27.5067","153.0492","4120","QLD","GREENSLOPES"
"-27.5194","153.0732","4121","QLD","HOLLAND PARK"
"-27.5285","153.0612","4121","QLD","HOLLAND PARK WEST"
"-27.5261","153.0441","4121","QLD","TARRAGINDI"
"-27.5374","153.1061","4122","QLD","MANSFIELD"
"-27.5385","153.0722","4122","QLD","MOUNT GRAVATT"
"-27.5298","153.0849","4122","QLD","MOUNT GRAVATT EAST"
"-27.5555","153.0807","4122","QLD","UPPER MOUNT GRAVATT"
"-27.5561","153.1026","4122","QLD","WISHART"
"-27.5671","153.1236","4123","QLD","ROCHEDALE"
"-27.599","153.1298","4123","QLD","ROCHEDALE SOUTH"
"-27.6886","153.0191","4124","QLD","BORONIA HEIGHTS"
"-27.6846","152.9559","4124","QLD","GREENBANK"
"-27.7741","152.8551","4124","QLD","LYONS"
"-27.7605","152.9405","4124","QLD","NEW BEITH"
"-27.7893","152.9247","4124","QLD","SILVERBARK RIDGE"
"-27.7001","152.8857","4124","QLD","SPRING MOUNTAIN"
"-27.7473","153.0293","4125","QLD","MUNRUBEN"
"-27.7044","153.0672","4125","QLD","PARK RIDGE"
"-27.7274","153.0347","4125","QLD","PARK RIDGE SOUTH"
"-27.6274","153.1544","4127","QLD","DAISY HILL"
"-27.6074","153.1678","4127","QLD","PRIESTDALE"
"-27.6383","153.1284","4127","QLD","SLACKS CREEK"
"-27.6215","153.1373","4127","QLD","SPRINGWOOD"
"-27.6506","153.1754","4128","QLD","SHAILER PARK"
"-27.6716","153.1695","4128","QLD","TANAH MERAH"
"-27.6837","153.1859","4129","QLD","LOGANHOLME"
"-27.6724","153.255","4130","QLD","CARBROOK"
"-27.66","153.2121","4130","QLD","CORNUBIA"
"-27.6753","153.1348","4131","QLD","LOGANLEA"
"-27.6656","153.1437","4131","QLD","MEADOWBROOK"
"-27.6862","153.0853","4132","QLD","CRESTMEAD"
"-27.6735","153.0972","4132","QLD","MARSDEN"
"-27.7466","153.0832","4133","QLD","CHAMBERS FLAT"
"-27.7172","153.1068","4133","QLD","LOGAN RESERVE"
"-27.7054","153.1315","4133","QLD","WATERFORD"
"-27.6928","153.1291","4133","QLD","WATERFORD WEST"
"-27.4987","153.0617","4151","QLD","COORPAROO"
"-27.4973","153.0769","4152","QLD","CAMP HILL"
"-27.4872","153.1","4152","QLD","CARINA"
"-27.506","153.0881","4152","QLD","CARINA HEIGHTS"
"-27.5095","153.1115","4152","QLD","CARINDALE"
"-27.5098","153.135","4153","QLD","BELMONT"
"-27.4954","153.1569","4154","QLD","GUMDALE"
"-27.4883","153.1821","4154","QLD","RANSOME"
"-27.4839","153.1554","4154","QLD","WAKERLEY"
"-27.5167","153.1688","4155","QLD","CHANDLER"
"-27.5607","153.1613","4156","QLD","BURBANK"
"-27.5418","153.128","4156","QLD","MACKENZIE"
"-27.539","153.2034","4157","QLD","CAPALABA"
"-27.586","153.2042","4157","QLD","SHELDON"
"-27.4809","153.1995","4158","QLD","THORNESIDE"
"-27.4966","153.2078","4159","QLD","BIRKDALE"
"-27.5081","153.2555","4160","QLD","ORMISTON"
"-27.4839","153.2416","4160","QLD","WELLINGTON POINT"
"-27.5321","153.2291","4161","QLD","ALEXANDRA HILLS"
"-27.527","153.2689","4163","QLD","CLEVELAND"
"-27.5684","153.2625","4164","QLD","THORNLANDS"
"-27.6196","153.2202","4165","QLD","MOUNT COTTON"
"-27.6454","153.2907","4165","QLD","REDLAND BAY"
"-27.5822","153.3019","4165","QLD","VICTORIA POINT"
"-27.4832","153.0479","4169","QLD","EAST BRISBANE"
"-27.474","153.0352","4169","QLD","KANGAROO POINT"
"-27.4723","153.0927","4170","QLD","CANNON HILL"
"-27.4611","153.0766","4170","QLD","MORNINGSIDE"
"-27.4785","153.0631","4170","QLD","NORMAN PARK"
"-27.4802","153.0776","4170","QLD","SEVEN HILLS"
"-27.4567","153.0687","4171","QLD","BALMORAL"
"-27.449","153.0604","4171","QLD","BULIMBA"
"-27.4647","153.0586","4171","QLD","HAWTHORNE"
"-27.4488","153.106","4172","QLD","MURARRIE"
"-27.4736","153.1251","4173","QLD","TINGALPA"
"-27.444","153.1275","4174","QLD","HEMMANT"
"-27.4205","153.1513","4178","QLD","LYTTON"
"-27.3857","153.1737","4178","QLD","PORT OF BRISBANE"
"-27.4371","153.168","4178","QLD","WYNNUM"
"-27.4537","153.153","4178","QLD","WYNNUM WEST"
"-27.4676","153.1931","4179","QLD","LOTA"
"-27.4533","153.184","4179","QLD","MANLY"
"-27.4656","153.1674","4179","QLD","MANLY WEST"
"-27.4003","153.4504","4183","QLD","AMITY"
"-27.4978","153.4047","4183","QLD","DUNWICH"
"-27.5252","153.4643","4183","QLD","NORTH STRADBROKE ISLAND"
"-27.4308","153.5274","4183","QLD","POINT LOOKOUT"
"-27.569","153.3299","4184","QLD","COOCHIEMUDLO ISLAND"
"-27.6385","153.3723","4184","QLD","KARRAGARRA ISLAND"
"-27.6247","153.3811","4184","QLD","LAMB ISLAND"
"-27.6044","153.3606","4184","QLD","MACLEAY ISLAND"
"-27.5001","153.3558","4184","QLD","PEEL ISLAND"
"-27.6724","153.3886","4184","QLD","RUSSELL ISLAND"
"-27.6872","153.1549","4205","QLD","BETHANIA"
"-27.7076","153.2663","4207","QLD","ALBERTON"
"-27.7378","153.1734","4207","QLD","BAHRS SCRUB"
"-27.7599","153.1921","4207","QLD","BANNOCKBURN"
"-27.7128","153.1943","4207","QLD","BEENLEIGH"
"-27.7586","153.1746","4207","QLD","BELIVAH"
"-27.7422","153.139","4207","QLD","BUCCAN"
"-27.8474","153.1962","4207","QLD","CEDAR CREEK"
"-27.7029","153.2179","4207","QLD","EAGLEBY"
"-27.7029","153.169","4207","QLD","EDENS LANDING"
"-27.7122","153.1703","4207","QLD","HOLMVIEW"
"-27.8368","153.1419","4207","QLD","KAIRABAH"
"-27.7892","153.1169","4207","QLD","LOGAN VILLAGE"
"-27.7878","153.2082","4207","QLD","LUSCOMBE"
"-27.7308","153.2052","4207","QLD","MOUNT WARREN PARK"
"-27.7326","153.2414","4207","QLD","STAPYLTON"
"-27.7397","153.3432","4207","QLD","STEIGLITZ"
"-27.7458","153.1936","4207","QLD","WINDAROO"
"-27.7837","153.1727","4207","QLD","WOLFFDENE"
"-27.7357","153.3206","4207","QLD","WOONGOOLBA"
"-27.8177","153.118","4207","QLD","YARRABILBA"
"-27.7514","153.2167","4207","QLD","YATALA"
"-27.7401","153.2711","4208","QLD","GILBERTON"
"-27.7826","153.3553","4208","QLD","JACOBS WELL"
"-27.8282","153.2328","4208","QLD","KINGSHOLME"
"-27.7775","153.3082","4208","QLD","NORWELL"
"-27.7748","153.252","4208","QLD","ORMEAU"
"-27.8006","153.2337","4208","QLD","ORMEAU HILLS"
"-27.8487","153.3296","4209","QLD","COOMERA"
"-27.8111","153.319","4209","QLD","PIMPAMA"
"-27.8801","153.2828","4209","QLD","UPPER COOMERA"
"-27.8488","153.2612","4209","QLD","WILLOW VALE"
"-27.9382","153.2369","4210","QLD","GUANABA"
"-27.9408","153.2793","4210","QLD","MAUDSLAND"
"-27.9047","153.3033","4210","QLD","OXENFORD"
"-27.8866","153.2313","4210","QLD","WONGAWALLAN"
"-28.0657","153.2711","4211","QLD","ADVANCETOWN"
"-28.1311","153.1932","4211","QLD","BEECHMONT"
"-28.2065","153.1822","4211","QLD","BINNA BURRA"
"-28.0204","153.369","4211","QLD","CARRARA"
"-27.9842","153.2447","4211","QLD","CLAGIRABA"
"-27.957","153.3353","4211","QLD","GAVEN"
"-28.0289","153.3128","4211","QLD","GILSTON"
"-28.0145","153.3331","4211","QLD","HIGHLAND PARK"
"-28.0494","153.2374","4211","QLD","LOWER BEECHMONT"
"-27.9808","153.2729","4211","QLD","MOUNT NATHAN"
"-28.2265","153.2258","4211","QLD","NATURAL BRIDGE"
"-27.9775","153.3125","4211","QLD","NERANG"
"-28.1374","153.2438","4211","QLD","NUMINBAH VALLEY"
"-27.9401","153.3136","4211","QLD","PACIFIC PINES"
"-28.294","153.13","4211","QLD","SOUTHERN LAMINGTON"
"-27.9087","153.3349","4212","QLD","HELENSVALE"
"-27.8675","153.3598","4212","QLD","HOPE ISLAND"
"-28.1615","153.3113","4213","QLD","AUSTINVILLE"
"-28.1449","153.3554","4213","QLD","BONOGIN"
"-28.0831","153.3586","4213","QLD","MUDGEERABA"
"-28.1186","153.3122","4213","QLD","NERANWOOD"
"-28.1885","153.2774","4213","QLD","SPRINGBROOK"
"-28.0624","153.3266","4213","QLD","TALLAI"
"-28.041","153.3331","4213","QLD","WORONGARY"
"-27.9402","153.3644","4214","QLD","ARUNDEL"
"-27.988","153.3724","4214","QLD","ASHMORE"
"-27.974","153.3624","4214","QLD","MOLENDINAR"
"-27.9547","153.3656","4214","QLD","PARKWOOD"
"-27.9456","153.4008","4215","QLD","LABRADOR"
"-27.9748","153.401","4215","QLD","SOUTHPORT"
"-27.9304","153.3919","4216","QLD","BIGGERA WATERS"
"-27.9102","153.3691","4216","QLD","COOMBABAH"
"-27.8956","153.3998","4216","QLD","HOLLYWELL"
"-27.8789","153.3946","4216","QLD","PARADISE POINT"
"-27.9126","153.401","4216","QLD","RUNAWAY BAY"
"-27.8374","153.4261","4216","QLD","SOUTH STRADBROKE"
"-28.0106","153.388","4217","QLD","BENOWA"
"-28.0091","153.4058","4217","QLD","BUNDALL"
"-27.9498","153.421","4217","QLD","MAIN BEACH"
"-27.999","153.4223","4217","QLD","SURFERS PARADISE"
"-28.027","153.4304","4218","QLD","BROADBEACH"
"-28.0272","153.4168","4218","QLD","BROADBEACH WATERS"
"-28.0477","153.4369","4218","QLD","MERMAID BEACH"
"-28.0514","153.422","4218","QLD","MERMAID WATERS"
"-28.1107","153.432","4220","QLD","BURLEIGH HEADS"
"-28.0885","153.4327","4220","QLD","BURLEIGH WATERS"
"-28.069","153.435","4220","QLD","MIAMI"
"-28.1298","153.4515","4221","QLD","ELANORA"
"-28.1155","153.4582","4221","QLD","PALM BEACH"
"-28.1378","153.4825","4223","QLD","CURRUMBIN"
"-28.2044","153.3974","4223","QLD","CURRUMBIN VALLEY"
"-28.1573","153.4608","4223","QLD","CURRUMBIN WATERS"
"-28.1489","153.4903","4224","QLD","TUGUN"
"-28.1606","153.5046","4225","QLD","BILINGA"
"-28.17","153.5305","4225","QLD","COOLANGATTA"
"-28.0437","153.3973","4226","QLD","CLEAR ISLAND WATERS"
"-28.0498","153.3734","4226","QLD","MERRIMAC"
"-28.0712","153.3918","4226","QLD","ROBINA"
"-28.1122","153.3969","4227","QLD","REEDY CREEK"
"-28.0897","153.4094","4227","QLD","VARSITY LAKES"
"-28.1491","153.4226","4228","QLD","TALLEBUDGERA"
"-28.183","153.3631","4228","QLD","TALLEBUDGERA VALLEY"
"-27.868","153.1405","4270","QLD","TAMBORINE"
"-27.9448","153.1913","4272","QLD","TAMBORINE MOUNTAIN"
"-27.9907","153.1594","4275","QLD","BENOBBLE"
"-27.9944","153.1085","4275","QLD","BIDDADDABA"
"-27.9359","153.1277","4275","QLD","BOYLAND"
"-28.0381","153.1422","4275","QLD","CANUNGRA"
"-28.0751","153.1568","4275","QLD","FERNY GLEN"
"-28.0974","153.1706","4275","QLD","FLYING FOX"
"-28.1286","153.1525","4275","QLD","ILLINBAH"
"-28.1179","153.1201","4275","QLD","SARABAH"
"-28.0362","153.1973","4275","QLD","WITHEREN"
"-27.9702","153.1603","4275","QLD","WONGLEPONG"
"-27.8055","152.942","4280","QLD","FLAGSTONE"
"-27.8389","153.021","4280","QLD","JIMBOOMBA"
"-27.7664","152.9987","4280","QLD","NORTH MACLEAN"
"-27.7936","152.9942","4280","QLD","SOUTH MACLEAN"
"-27.7719","153.0692","4280","QLD","STOCKLEIGH"
"-27.9118","152.9157","4285","QLD","ALLENVIEW"
"-27.9891","153.002","4285","QLD","BEAUDESERT"
"-27.9486","153.0586","4285","QLD","BIRNAM"
"-27.9878","152.8738","4285","QLD","BROMELTON"
"-28.1464","153.097","4285","QLD","CAINBABLE"
"-27.8598","152.9753","4285","QLD","CEDAR GROVE"
"-27.8798","153.0129","4285","QLD","CEDAR VALE"
"-28.2846","152.9815","4285","QLD","CHINGHEE CREEK"
"-28.1794","152.9896","4285","QLD","CHRISTMAS CREEK"
"-28.035","152.9862","4285","QLD","CRYNA"
"-28.2361","153.0663","4285","QLD","DARLINGTON"
"-27.8273","152.8882","4285","QLD","FLINDERS LAKES"
"-27.9404","152.962","4285","QLD","GLENEAGLE"
"-28.2297","153.0224","4285","QLD","HILLVIEW"
"-28.1811","152.9055","4285","QLD","INNISPLAIN"
"-28.0334","152.9009","4285","QLD","JOSEPHVILLE"
"-27.8585","152.9167","4285","QLD","KAGARU"
"-28.1377","153.0337","4285","QLD","KERRY"
"-28.1275","152.8101","4285","QLD","KNAPP CREEK"
"-28.0724","152.8208","4285","QLD","KOORALBYN"
"-28.2751","153.0245","4285","QLD","LAMINGTON"
"-28.0858","152.933","4285","QLD","LARAVALE"
"-27.8149","152.9205","4285","QLD","MONARCH GLEN"
"-28.3222","153.0087","4285","QLD","MOUNT GIPPS"
"-27.8973","153.0711","4285","QLD","MUNDOOLUN"
"-28.0624","153.0726","4285","QLD","NINDOOINBAH"
"-28.2027","152.9453","4285","QLD","OAKY CREEK"
"-28.1359","152.97","4285","QLD","TABOOBA"
"-28.0009","153.0664","4285","QLD","TABRAGALBA"
"-28.1287","152.9137","4285","QLD","TAMROOKUM"
"-28.1699","152.8415","4285","QLD","TAMROOKUM CREEK"
"-27.8486","152.8457","4285","QLD","UNDULLAH"
"-27.9121","152.9928","4285","QLD","VERESDALE"
"-27.9179","153.0162","4285","QLD","VERESDALE SCRUB"
"-27.8862","152.9722","4285","QLD","WOODHILL"
"-28.2388","152.7643","4287","QLD","BARNEY VIEW"
"-28.2776","152.7071","4287","QLD","MOUNT BARNEY"
"-28.3305","152.7335","4287","QLD","MOUNT LINDESAY"
"-28.3048","152.807","4287","QLD","PALEN CREEK"
"-28.191","152.801","4287","QLD","RATHDOWNEY"
"-28.2686","152.909","4287","QLD","RUNNING CREEK"
"-27.658","152.8829","4300","QLD","AUGUSTINE HEIGHTS"
"-27.6386","152.8848","4300","QLD","BELLBIRD PARK"
"-27.6571","152.8971","4300","QLD","BROOKWATER"
"-27.6349","152.9184","4300","QLD","CAMIRA"
"-27.6215","152.9287","4300","QLD","CAROLE PARK"
"-27.609","152.914","4300","QLD","GAILES"
"-27.6088","152.8927","4300","QLD","GOODNA"
"-27.6554","152.9091","4300","QLD","SPRINGFIELD"
"-27.6833","152.9032","4300","QLD","SPRINGFIELD CENTRAL"
"-27.6977","152.9128","4300","QLD","SPRINGFIELD LAKES"
"-27.6225","152.8563","4301","QLD","COLLINGWOOD PARK"
"-27.6026","152.8732","4301","QLD","REDBANK"
"-27.6518","152.852","4301","QLD","REDBANK PLAINS"
"-27.5965","152.8341","4303","QLD","DINMORE"
"-27.6171","152.8306","4303","QLD","NEW CHUM"
"-27.5928","152.8474","4303","QLD","RIVERVIEW"
"-27.631","152.8017","4304","QLD","BLACKSTONE"
"-27.6137","152.7923","4304","QLD","BOOVAL"
"-27.6023","152.8091","4304","QLD","BUNDAMBA"
"-27.6078","152.8252","4304","QLD","EBBW VALE"
"-27.5974","152.7881","4304","QLD","NORTH BOOVAL"
"-27.6231","152.7881","4304","QLD","SILKSTONE"
"-27.6013","152.7703","4305","QLD","BASIN POCKET"
"-27.5916","152.7365","4305","QLD","BRASSALL"
"-27.6398","152.7513","4305","QLD","CHURCHILL"
"-27.6065","152.7433","4305","QLD","COALFALLS"
"-27.6065","152.776","4305","QLD","EAST IPSWICH"
"-27.626","152.7769","4305","QLD","EASTERN HEIGHTS"
"-27.6517","152.7811","4305","QLD","FLINDERS VIEW"
"-27.6232","152.7599","4305","QLD","IPSWICH"
"-27.623","152.7352","4305","QLD","LEICHHARDT"
"-27.8339","152.7248","4305","QLD","LIMESTONE RIDGES"
"-27.5989","152.7828","4305","QLD","MOORES POCKET"
"-27.6164","152.7769","4305","QLD","NEWTOWN"
"-27.5938","152.7608","4305","QLD","NORTH IPSWICH"
"-27.58","152.7896","4305","QLD","NORTH TIVOLI"
"-27.6346","152.741","4305","QLD","ONE MILE"
"-27.638","152.7731","4305","QLD","RACEVIEW"
"-27.6141","152.7453","4305","QLD","SADLIERS CROSSING"
"-27.5864","152.7758","4305","QLD","TIVOLI"
"-27.6202","152.749","4305","QLD","WEST IPSWICH"
"-27.6047","152.7531","4305","QLD","WOODEND"
"-27.6143","152.7218","4305","QLD","WULKURAKA"
"-27.6497","152.7427","4305","QLD","YAMANTO"
"-27.6303","152.698","4306","QLD","AMBERLEY"
"-26.6827","152.2861","4306","QLD","AVOCA VALE"
"-27.4013","152.7199","4306","QLD","BANKS CREEK"
"-27.5718","152.8446","4306","QLD","BARELLAN POINT"
"-26.8824","152.1391","4306","QLD","BENARKIN"
"-26.8512","152.1511","4306","QLD","BENARKIN NORTH"
"-26.883","152.1011","4306","QLD","BLACKBUTT"
"-26.8698","152.1172","4306","QLD","BLACKBUTT NORTH"
"-26.9089","152.0807","4306","QLD","BLACKBUTT SOUTH"
"-27.5777","152.7064","4306","QLD","BLACKSOIL"
"-27.4996","152.7029","4306","QLD","BORALLON"
"-26.9303","152.111","4306","QLD","CHERRY CREEK"
"-27.5558","152.776","4306","QLD","CHUWAR"
"-26.9661","152.2209","4306","QLD","COLINTON"
"-27.6849","152.762","4306","QLD","DEEBING HEIGHTS"
"-27.2821","152.6728","4306","QLD","DUNDAS"
"-27.3604","152.7083","4306","QLD","ENGLAND CREEK"
"-27.4844","152.6524","4306","QLD","FAIRNEY VIEW"
"-27.4561","152.6596","4306","QLD","FERNVALE"
"-27.5108","152.6192","4306","QLD","GLAMORGAN VALE"
"-26.9647","152.0572","4306","QLD","GOOGA CREEK"
"-27.7315","152.7678","4306","QLD","GOOLMAN"
"-27.5606","152.6326","4306","QLD","HAIGSLEA"
"-26.9666","152.3503","4306","QLD","HARLIN"
"-27.5564","152.6743","4306","QLD","IRONBARK"
"-27.5586","152.8253","4306","QLD","KARALEE"
"-27.5427","152.8233","4306","QLD","KARANA DOWNS"
"-27.5961","152.7037","4306","QLD","KARRABIN"
